GEOID,state_alpha,nccpi3corn,nccpi3all,aws0_100,aws0_150,soc0_30,soc0_100,rootznemc,rootznaws,droughty,pctearthmc,pwsl1pomu
08023,CO,0.006288297819512906,0.055640674711554025,74.89577372101041,101.20157526966926,3166.5926733173487,4463.570393589784,130.7496963209937,121.15904468542315,0.6731395372144136,78.07794105445653,152.23822530356506
08025,CO,0.021292653543001794,0.17370704826523084,123.96947629211498,175.41171968297803,2152.4850813497314,4700.979092028945,134.8066994318031,176.748728453572,0.31330433992104595,87.62066827035032,650.9890253248886
08027,CO,0.004125728751036884,0.052304592877594674,59.51782240531171,78.2204213956557,4415.901900134276,6537.229902833906,108.77778764598546,86.80042761597227,0.8604072977202419,77.36698364628542,30.29053168945978
08029,CO,0.0156396854826164,0.08387192708172662,86.85959794410272,116.69415446015502,1912.3697283556314,3547.501822759621,114.82072748912869,137.83159948159673,0.5645665943051345,72.9160301974328,69.64169140619684
08031,CO,0.12809477493233737,0.3409816518113779,93.5144630997121,135.3809551573227,1693.9681431192093,3452.600757309407,147.43567760237065,217.128469636748,0.09249809730531106,50.208338649802826,245.14344089051713
08033,CO,0.06636628888156408,0.15489570682641732,108.93493119682508,149.90746187484305,4985.134130310488,8212.8323287145,121.98321143285114,169.16736034319464,0.4186739335097541,79.60487780879777,18.60504959312371
08035,CO,0.10220724467543693,0.2103011750225564,77.62722019147758,101.41479232626949,4790.093855839536,7283.265462265049,101.63059578932183,113.82517153888303,0.5741738660565482,70.74245620933583,7.048716954918575
08037,CO,0.01275916398202473,0.06680161205179036,81.51862181204862,108.30644656876204,4064.535590465399,6264.449553634937,124.55453243847055,126.63185622220196,0.677491938348534,75.23503233120847,67.57812964802524
08039,CO,0.11096895337631214,0.2758954131589954,107.34919156957613,146.19085401043975,3039.6021769667473,5911.148467884057,128.59762920573058,167.91339379518647,0.5503282801122102,77.94506396349186,3.3092361184865853
08041,CO,0.07978163475656892,0.20672171517983928,91.17285912280337,126.91161244945215,3304.3754371959517,6132.709767689127,125.63842792201028,126.20445971075118,0.5976128730531652,84.34448808790306,8.2399948744586
08043,CO,0.01344847022274213,0.06354727595205524,54.97287319727058,71.9650106406957,2106.500748085772,3139.4555153488927,79.73070304435205,78.77440189120031,0.8299209187709424,78.7177451981118,42.42296166110397
08045,CO,0.01751377299751296,0.07108926533787661,90.9875970794469,116.75436156927111,3597.7222944178575,6304.122982444049,109.48266113513944,138.80689922890537,0.5783241318358494,74.93351782834584,125.3458127816401
08047,CO,0.006526192915255552,0.019810158719008077,41.0335502136628,49.10364932241288,4668.764636624528,5799.829468439871,71.26717804596322,47.10833204451326,0.9593870695592603,75.87868950355062,61.588293792074694
08049,CO,0.001073206615820455,0.020657075772413193,83.08084586558907,110.71907526727168,5375.968286059314,7892.827324187636,118.46384605611063,121.9793655218598,0.6906168063824006,78.79533480877696,86.90741593838136
08051,CO,0.009044204230906698,0.04502488327801211,86.31495013222356,109.18447074364715,5116.932361541006,7101.914604144416,105.52809996717345,115.95077148143808,0.7619391850130508,72.91075185941942,113.64295372366975
08053,CO,0.006903181224929747,0.03347720732159313,65.71038472040509,82.65427596066851,7870.687174915135,9897.901929763766,103.54588433406452,93.76537777096824,0.877070934367912,64.66008296911677,86.71012459532116
